Nome da Faixa,Cantor ou Compositor,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Genero_Avant-Garde,Genero_Blues,Genero_Children's,Genero_Classical,Genero_Comedy/Spoken,Genero_Country,Genero_Easy Listening,Genero_Electronic,Genero_Folk,Genero_Holiday,Genero_International,Genero_Jazz,Genero_Latin,Genero_New Age,Genero_Pop/Rock,Genero_R&B,Genero_Rap,Genero_Reggae,Genero_Religious,Genero_Stage & Screen,Genero_Vocal,Quadrante_Q1,Quadrante_Q2,Quadrante_Q3,Quadrante_Q4
Hotter Than That,Louis Armstrong,0.894,0.782,0.409,0.278,3,0.309,-10.191,1,0.0676,106.03,4,0.907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Hound Dog,The Jordanaires,0.608,0.351,0.627,5.72e-06,0,0.157,-9.462,1,0.055,95.658,4,0.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
House Gone Up in Flames,Tom Morello,1.07,1.094,0.844,7.98e-06,2,0.1982,-14.552,0,0.116,200.078,8,1.234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
How Long Has This Been Going On?,Dave Grusin,1.144,1.174,0.69,1.608,14,0.1978,-28.072,0,0.063,259.056,6,0.658,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
How Sweet It Is (To Be Loved by You),Junior Walker & the All-Stars,1.448,1.222,1.29,0.0,2,1.43,-16.508,2,0.1268,250.312,8,1.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
How We Feel,Chingy,0.0194,0.729,0.801,0.0,7,0.154,-5.875,0,0.275,163.162,4,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Hum-Allah-Hum-Allah-Hum Allah,Pharoah Sanders,1.334,0.876,1.118,0.0322,12,0.1048,-21.45,0,0.0912,210.736,8,1.17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Hymn Medley: Abide With Me/Just as I Am Without One Plea/What a Friend,Charlie Haden,0.96,0.403,0.039,0.932,10,0.122,-27.684,1,0.0454,68.546,4,0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
I Believe,Third Day,0.013,0.325,0.821,0.0,9,0.169,-5.39,1,0.0411,187.985,4,0.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
I Call It Love,Concrete Blonde,0.196,0.432,0.934,2.9e-05,0,0.492,-5.651,1,0.0892,99.181,4,0.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
I Can See Now,Dead Can Dance,2.061,0.579,0.9179999999999999,1.1880000000000001e-05,12,0.9299999999999999,-33.039,0,0.0843,217.071,3,0.5489999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
I Can't Give You Anything But Love,Oscar Peterson,1.856,1.294,0.34,8.06e-05,6,0.214,-34.838,2,0.094,281.232,6,0.916,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
I Cheated Me Right of You,Moe Bandy,0.397,0.596,0.48,0.0,10,0.134,-10.357,1,0.0317,111.477,4,0.591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I Didn't Mean to Turn You On,Cherrelle,0.1258,1.542,1.648,0.0636,18,1.574,-20.176,2,0.114,240.494,8,1.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
I Didn't Mean to Turn You On,Robert Palmer,0.1874,1.36,0.97,1.392,10,0.51,-31.178,0,0.106,241.314,8,1.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
I Don't Stand a Ghost of a Chance With You,Sonny Stitt,0.935,0.572,0.224,0.813,0,0.1,-15.152,1,0.064,82.727,4,0.291,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
I Gotta Right to Sing the Blues,Billie Holiday,2.7720000000000002,1.857,0.639,0.0,21,0.27149999999999996,-43.824,3,0.138,326.48699999999997,12,1.5630000000000002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
I Guess I've Come to Live Here in Your Eyes,Willie Nelson,2.838,1.5270000000000001,0.2364,0.00405,0,0.312,-52.563,3,0.1185,258.18,12,1.056,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
I Know,John Gorka,1.828,1.202,0.1114,2.1e-05,0,0.202,-36.452,0,0.0736,274.772,10,0.412,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I Like,The Isley Brothers,0.167,0.586,0.766,0.0,9,0.156,-6.674,0,0.0732,133.187,5,0.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
I Lost My Woman,Big Maceo Merriweather,0.965,0.541,0.359,0.00861,7,0.142,-15.634,1,0.036,135.377,4,0.731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I Love You More Today,Conway Twitty,0.364,0.294,0.459,7.68e-06,9,0.0808,-9.515,1,0.038,200.569,4,0.476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I Need You Here,Gary Burton,0.923,0.261,0.114,0.84,5,0.078,-21.892,0,0.0407,178.938,3,0.0396,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
I Never Had Nothing,Blind James Campbell,2.538,2.0759999999999996,1.263,0.00025770000000000003,33,0.2076,-20.229,3,0.1287,336.093,12,2.562,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I Saw Her Standing There,Paul McCartney,0.0682,0.305,0.97,2.38e-06,4,0.982,-3.107,1,0.0881,158.172,4,0.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
I Understand,The Distillers,0.000696,0.8759999999999999,2.961,0.0,0,1.032,-7.206,3,0.336,282.23699999999997,12,0.396,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
I Wanna Get Next to You,Rose Royce,1.67,1.24,0.358,0.06,0,0.1856,-39.962,2,0.0628,261.728,8,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
I Wanna Go Back to West Virginia,Spike Jones,1.964,1.668,0.83,0.001416,14,0.1536,-20.208,2,0.1408,267.296,8,1.922,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
I Want You to Want Me,The Holmes Brothers,2.8529999999999998,1.569,1.008,1.035,27,0.372,-26.856,3,0.084,364.79999999999995,9,0.711,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
I Was So Wrong,Jimmy Reed,1.726,1.336,0.536,0.000394,18,0.1798,-24.504,2,0.0606,140.714,8,1.256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
I Will Survive,Enrique Iglesias,0.27,1.376,1.73,2.46e-06,20,0.1112,-6.946,0,0.1298,212.792,8,0.706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
I Wish I Could Say the Same,The Ink Spots,0.922,0.766,0.0513,1.43e-05,5,0.124,-18.332,1,0.0572,84.447,4,0.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
I Wish I Liked You (As Much as I Love You),Marvin Gaye,0.166,0.501,0.466,0.00186,5,0.178,-10.662,1,0.0274,77.206,4,0.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
I and I,Soulfly,7.53e-05,0.315,0.948,0.0182,7,0.0605,-4.814,1,0.0529,95.039,4,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
I'm So Lonesome; I Could Cry,Hank Williams,0.202,0.39,0.357,0.0,1,0.105,-6.338,0,0.0272,99.489,3,0.167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I'm a Good Woman,Barbara Lynn,0.291,0.671,0.269,0.000138,2,0.0706,-13.102,0,0.368,129.181,4,0.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Impure Perfection,Darkane,4.54e-06,0.882,1.976,0.00108,12,0.46,-12.842,2,0.22,266.218,8,0.338,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
In My Realm,Breach,5.44e-05,0.464,1.884,0.1068,20,0.674,-14.114,2,0.226,237.546,6,0.698,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
In Our Time,Burt Bacharach,1.528,0.726,0.282,0.0282,10,0.1694,-26.03,2,0.0618,121.956,8,0.364,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
In Sufferance,Disincarnate,2.18e-05,0.135,0.948,0.0985,9,0.107,-7.038,1,0.116,86.785,4,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
In Vain,Biohazard,0.00102,0.539,0.829,0.000113,0,0.101,-6.061,1,0.0462,118.054,4,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
In a Sentimental Mood,Kenny G,0.25229999999999997,1.071,1.317,1.506,6,0.978,-27.645,0,0.0963,381.279,12,0.48,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
In the Beginning,Kitaro,1.596,0.948,0.663,2.0250000000000004,12,0.2895,-43.611000000000004,3,0.10500000000000001,248.56799999999998,12,0.11220000000000001,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
In the Flow,Steven Halpern,2.973,0.771,0.759,2.7960000000000003,27,0.30000000000000004,-47.736000000000004,3,0.1575,228.981,9,0.11159999999999999,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
In the Shadows,Cabaret Voltaire,0.1382,1.316,1.726,0.766,20,0.1362,-21.672,0,0.266,354.24,8,1.042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Incantations; Pt. 3,Mike Oldfield,0.59,1.392,0.88,1.578,12,0.1436,-32.14,2,0.0966,210.28,8,1.776,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Info Kill II,Company Flow,0.139,0.569,0.748,0.0,6,0.157,-8.276,1,0.45,83.763,4,0.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Inner Journey,Steven Halpern,2.94,0.633,0.02814,2.8259999999999996,15,0.27149999999999996,-86.94,0,0.1578,230.466,9,0.10949999999999999,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Intro,Big Tymers,0.499,0.618,0.798,8.14e-05,4,0.0982,-5.944,0,0.288,92.493,4,0.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Invitation,Jaco Pastorius,0.00458,0.608,1.136,1.356,22,1.346,-30.048,0,0.1724,338.454,8,0.744,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Irresistible Bliss,Chris Botti,1.272,1.274,0.574,1.862,12,0.1864,-34.048,2,0.0814,157.96,8,1.734,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Is It Because I'm Black?,Ken Boothe,0.282,1.472,0.884,0.0616,20,0.204,-27.774,0,0.1138,294.108,8,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
It Looks Like Rain,Jann Arden,0.781,0.439,0.077,0.00281,0,0.114,-19.502,0,0.0311,98.223,4,0.0515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
It Won't Be Long (And I'll Be Hating You),Johnny Paycheck,0.426,0.698,0.37,3.93e-05,2,0.157,-13.97,1,0.0359,109.588,4,0.455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
It's Gonna Be Me,*NSYNC,0.0814,1.272,1.746,2.54e-06,0,0.0744,-9.344,0,0.142,330.142,8,1.816,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
It's Gotta Be You,Backstreet Boys,0.172,1.544,1.802,0.0,0,0.1522,-7.136,2,0.079,232.084,8,1.684,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
It's Not Unusual,Tom Jones,1.196,0.952,1.444,0.0,0,0.368,-20.034,2,0.1292,185.932,8,1.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
It's an Uphill Climb (To the Bottom),Walter Jackson,0.705,0.44,0.445,1.27e-06,1,0.393,-10.313,1,0.0285,93.32,4,0.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
It's in the Rain,Enya,2.319,1.302,0.9179999999999999,0.1059,18,0.39,-34.728,3,0.0801,298.11,9,0.354,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Jack Rabbit,Elton John,0.342,2.109,2.286,0.000786,21,0.312,-30.75,3,0.0834,323.532,12,2.8979999999999997,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Janie Is a Nazi,Sloppy Seconds,0.0295,0.528,0.965,5.06e-06,3,0.108,-6.442,1,0.0631,151.65,4,0.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Jealous Mary,Charlie Poole & the North Carolina Ramblers,2.928,1.779,1.47,5.2199999999999995e-05,15,0.6000000000000001,-12.332999999999998,3,0.0975,525.084,12,1.8780000000000001,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jim,Billie Holiday,2.937,1.8359999999999999,0.378,6.54e-05,0,0.336,-35.625,0,0.1056,252.702,12,1.173,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Johnnie Cope/Atholl Highlanders,The Tannahill Weavers,0.52,0.247,0.815,1.04e-06,3,0.122,-10.971,1,0.0799,127.711,4,0.746,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Johnnie Take My Wife,Wilmoth Houdini,0.988,0.718,0.459,0.00158,3,0.168,-8.638,1,0.0647,102.643,4,0.939,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Just Because,Paul McCartney,0.0021,0.882,1.288,0.000362,0,0.918,-22.8,2,0.0746,227.326,8,1.512,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Just Some Bar in the French Quarters,Tony Rice,1.12,1.084,0.288,0.542,8,0.197,-38.85,2,0.0658,260.366,8,0.542,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Justin,Against Me!,9.02e-05,0.866,1.578,0.0083,14,0.848,-15.616,2,0.0806,230.264,8,0.568,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Keep Hope Alive,Graham Coxon,0.884,0.475,0.233,0.854,4,0.0975,-19.362,0,0.0313,85.132,4,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Keeping the Cadaver Dogs Busy,Cryptopsy,6.24e-05,0.9450000000000001,2.919,0.1089,33,0.5249999999999999,-17.592,0,0.42000000000000004,315.21,12,0.2022,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Kill Yuh,Sizzla Kalonji,0.0398,0.659,0.834,0.0,1,0.0908,-6.08,1,0.112,111.76,4,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Kill or Be Killed,B.G.,0.291,0.699,0.754,0.0,10,0.162,-4.657,1,0.247,76.028,4,0.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Kollaps,Einstürzende Neubauten,1.208,1.184,1.676,0.1018,18,0.412,-10.126,0,0.1832,118.556,8,0.202,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Kronik,Lil' Kim,0.1212,1.418,1.148,0.0,22,0.0952,-13.352,0,0.588,195.912,8,1.276,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Ku Klux Klan,Steel Pulse,0.0143,0.737,0.504,0.0,9,0.0543,-12.201,0,0.238,130.56,4,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
La Bikina,Celia Cruz,0.83,0.492,0.58,2.54e-06,5,0.206,-8.169,1,0.0379,125.69,4,0.741,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
La Campeona,Celia Cruz,0.718,0.602,0.568,0.00118,0,0.304,-8.45,1,0.107,89.066,4,0.91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
La Vie Lilas,Serge Lama,1.935,1.209,0.675,0.000459,0,2.907,-42.933,3,0.13770000000000002,357.618,12,0.40800000000000003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
La Vie Qui Va,Charles Trénet,1.624,1.324,0.82,0.0,0,0.352,-20.82,2,0.1186,163.29,8,1.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Lady Soul,The Temptations,0.156,0.84,0.443,0.000235,1,0.059,-11.655,1,0.0393,114.008,4,0.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Last Night,Little Walter,0.358,0.458,0.443,0.0,6,0.232,-10.422,0,0.0862,69.028,4,0.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Last Night Blues,Lightnin' Hopkins,0.618,0.468,0.077,0.000354,4,0.081,-22.132,1,0.0448,179.377,3,0.221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lawdy Lawdy Blues,Ida Cox,1.988,1.126,0.568,0.0029,0,1.332,-25.398,2,0.0922,187.75,8,0.994,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Lead Song,Negative Approach,0.0327,0.265,0.902,0.876,9,0.378,-10.619,0,0.155,158.561,4,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Leader,Sick of It All,1.46e-05,0.368,0.996,0.37,7,0.173,-3.41,0,0.178,119.242,4,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Left Handed Woman,Jimmy Reed,1.146,1.374,1.384,0.000238,18,0.574,-13.51,2,0.0682,199.824,8,1.928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Let Me,Rihanna,0.1623,2.259,2.313,0.000912,15,0.399,-17.499000000000002,0,0.43499999999999994,324.06600000000003,12,2.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
Let Me Come Back Home,"The ""5"" Royales",1.848,0.838,0.72,0.0,4,0.0708,-20.15,0,0.0696,171.74,8,0.784,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Let Me Love You,Jeff Beck,0.45,0.988,1.2,0.00254,8,0.554,-20.822,0,0.091,190.61,8,1.404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Let There Be Peace on Earth,Vince Gill,1.584,0.594,0.232,5.5e-06,12,0.22,-28.944,2,0.065,210.812,6,0.336,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Let off Supm,Gregory Isaacs,0.105,0.835,0.364,0.000405,0,0.102,-11.674,0,0.0444,139.791,4,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Let the Computer Decide,Paul Gilbert,0.000272,0.253,0.931,0.705,7,0.058,-4.938,1,0.131,142.122,4,0.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Let's Talk About Us,Linda Gail Lewis,0.534,1.6350000000000002,2.7,0.030600000000000002,21,0.573,-12.663,3,0.2937,503.646,12,2.088,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Liah Liah,Khaled,0.23460000000000003,2.274,1.095,0.0001272,21,0.25949999999999995,-40.797,0,0.1761,272.4,12,1.338,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Liebe Will Alles,Udo Jürgens,0.0476,1.15,1.842,1.586e-05,2,0.294,-9.076,2,0.1036,270.106,8,0.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Lights Over Baghdad,Crucifucks,0.00375,0.326,0.645,0.0,2,0.328,-9.952,1,0.0481,127.28,4,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Linus and Lucy With the Band,Vince Guaraldi,1.322,1.198,1.106,1.722,16,0.224,-22.554,2,0.0646,158.33,8,1.848,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Little Drummer Boy,Josh Groban,1.6710000000000003,1.8239999999999998,0.756,0.01623,27,0.34500000000000003,-35.226,3,0.09090000000000001,366.057,12,0.585,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Little Saint Nick,The Beach Boys,0.216,1.204,1.106,0.0,22,0.1024,-18.672,2,0.0656,261.188,8,1.942,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Little Saint Nick's Drive In,The Beach Boys,0.628,1.108,0.992,2.72e-06,10,0.1142,-22.284,2,0.1774,302.206,8,1.682,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Liza (All the Clouds'll Roll Away),Chick Webb,1.314,1.292,1.196,1.766,14,0.1242,-20.966,0,0.198,230.312,8,1.054,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Loco de Amor,Hombres G,0.1174,1.116,1.446,0.000185,0,0.1454,-10.204,2,0.0706,327.566,8,1.614,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Long Winter,Ziggy Marley,0.0495,0.672,0.427,0.0,0,0.184,-8.913,1,0.0366,129.981,5,0.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Look What You Done for Me,Al Green,0.371,0.604,0.568,3.18e-06,10,0.182,-8.555,1,0.0447,95.672,4,0.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Look at Little Sister,Hank Ballard,1.374,0.392,1.808,0.00578,18,0.188,-12.074,2,0.1516,365.732,6,0.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Loot; Shoot; Electrocute,Pungent Stench,0.1776,1.442,1.324,0.0,14,0.356,-16.272,2,0.806,188.382,8,1.36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Lord Have Mercy,Beanie Sigel,0.019,0.614,0.563,0.0,5,0.168,-8.418,0,0.0752,84.925,4,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Lord; Lord; Amen!,Lloyd Price,0.0609,0.854,0.569,0.0816,5,0.1,-8.151,0,0.106,80.015,4,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Lost in Tha System,Da Lench Mob,0.0362,0.819,0.781,0.0,10,0.473,-10.161,0,0.205,97.734,4,0.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Lou's Got the Flu,Roger Miller,1.118,1.232,1.268,5.78e-05,4,0.578,-20.744,2,0.0876,182.47,8,1.926,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Love Fool,Taxi,1.532,1.308,1.166,0.0616,20,0.1688,-25.234,0,0.1146,184.304,8,1.144,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Love Is Here to Stay,Dizzy Gillespie,0.442,1.056,0.808,4.2e-05,10,0.294,-15.95,2,0.0642,218.598,8,1.254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Love Is...,Common,0.313,0.749,0.383,0.0,3,0.311,-12.722,0,0.394,90.13,4,0.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Love It When You Call,The Feeling,0.00754,0.668,0.759,0.0,0,0.0667,-7.352,1,0.0276,117.007,4,0.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Love Me Tonight,Tom Jones,0.5189999999999999,1.4969999999999999,2.277,0.0,21,1.431,-26.298000000000002,0,0.1392,316.293,12,2.373,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Love in Itself 2,Depeche Mode,0.0798,1.302,1.334,0.00204,4,0.494,-16.362,0,0.0498,201.684,8,1.032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Love of My Life,Jim Brickman,0.463,0.443,0.28,1.09e-05,0,0.122,-9.997,1,0.0281,140.018,4,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Lullaby of Birdland,George Shearing,0.747,0.657,0.263,8.6e-06,6,0.171,-19.36,1,0.032,97.027,4,0.893,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
