Nome da Faixa,Cantor ou Compositor,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Genero_Avant-Garde,Genero_Blues,Genero_Children's,Genero_Classical,Genero_Comedy/Spoken,Genero_Country,Genero_Easy Listening,Genero_Electronic,Genero_Folk,Genero_Holiday,Genero_International,Genero_Jazz,Genero_Latin,Genero_New Age,Genero_Pop/Rock,Genero_R&B,Genero_Rap,Genero_Reggae,Genero_Religious,Genero_Stage & Screen,Genero_Vocal,Quadrante_Q1,Quadrante_Q2,Quadrante_Q3,Quadrante_Q4,target
Love in Itself 2,Depeche Mode,0.01738514352262964,0.3795918367346938,0.2891646103811176,0.00044590163934426233,0.08888888888888889,0.1433767808426796,0.8495962250398021,0.0,0.04098765432098766,0.25202309249493915,8,0.2538745387453875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Quadrante_Q3
Love of My Life,Jim Brickman,0.10087102286326384,0.1291545189504373,0.0594128469164436,2.382513661202186e-06,0.0,0.03061533798120642,0.910642011777569,0.2,0.023127572016460908,0.17496563616824534,4,0.05436654366543666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Lullaby of Birdland,George Shearing,0.162744691268118,0.19154518950437316,0.05570717331217466,1.8797814207650274e-06,0.13333333333333333,0.045468323734464994,0.8208428442637102,0.2,0.02633744855967079,0.12124434558768402,4,0.21968019680196804,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Luna de Fuego,Gipsy Kings,0.35119794186740966,0.2810495626822157,0.2595192215469661,0.36633879781420764,0.08888888888888889,0.086996059411943,0.7267373832313506,0.4,0.05119341563786009,0.25421238097618276,8,0.4457564575645757,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Maimed and Slaughtered,Discharge,3.4204809646345434e-07,0.09504373177842565,0.21199940709222329,0.002885245901639344,0.022222222222222223,0.08760230372840254,0.9761283639920972,0.0,0.07456790123456791,0.19464174143403395,4,0.13111931119311196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Mais Que Nada,Sergio Mendes,0.4566446161911752,0.7428571428571428,0.4282363609413282,1.3289617486338797e-05,0.0,0.15853288875416793,0.5041912032685631,0.0,0.1586831275720165,0.4438357533801515,16,0.9170971709717098,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Mama of Mine,2XL,0.0318078084817893,0.2049562682215743,0.1588120918309515,0.0,0.13333333333333333,0.024249772658381324,0.9483820229029598,0.2,0.16378600823045272,0.18412515932322,4,0.13308733087330876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Quadrante_Q3
Mambo Beat,Tito Puente,0.24487980742526594,0.3236151603498542,0.2891646103811176,0.003860109289617486,0.08888888888888889,0.033464686268566225,0.8166420501409857,0.4,0.0637037037037037,0.26461400044985384,8,0.3567035670356704,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Mandy; Make up Your Mind,Sidney Bechet,0.09106709653150878,0.08979591836734692,0.09952131416264855,5.442622950819672e-07,0.22222222222222224,0.03698090330403152,0.9198971860433891,0.2,0.022962962962962966,0.1296253717541799,4,0.07822878228782289,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Maple Leaf Rag,Scott Joplin,0.21590375848918986,0.1183673469387755,0.04764188370288345,0.19278688524590162,0.17777777777777778,0.06789936344346771,0.7872173095735907,0.2,0.039259259259259265,0.14528653187713994,4,0.23050430504305047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Marble Halls,Enya,0.6424834864353322,0.21953352769679296,0.053374778749487733,0.01626229508196721,0.6666666666666667,0.09093664746892997,0.3668789442387739,0.6000000000000001,0.1412345679012346,0.35769749831304826,9,0.11143911439114391,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Me and Jesus,Tom T. Hall,0.36426984364308307,0.3206997084548105,0.21984671590126337,1.6131147540983607e-05,0.3111111111111111,0.2343134283116096,0.7266990198147047,0.4,0.05382716049382717,0.3773148726663834,8,0.4408364083640837,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Me; Myself and I,Billie Holiday,0.007842655226388053,0.48717201166180757,0.5045296410292182,0.0,0.4666666666666667,0.3537435586541376,0.8547465137245124,0.0,0.8666666666666668,0.41976982480693775,12,0.2929889298892989,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Quadrante_Q1
Meet Mister Callaghan,Chet Atkins,0.4104572299171291,0.3370262390670553,0.18453382626058293,0.366775956284153,0.0,0.06335253107002121,0.8331575010070398,0.0,0.055144032921810714,0.30359883038012647,8,0.39753997539975405,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Melao de Caña,Celia Cruz,0.13834380795352763,0.1833819241982507,0.12022949018650438,0.004939890710382513,0.0,0.018460139436192784,0.9094239732990621,0.0,0.030781893004115234,0.17556919001324572,4,0.23394833948339486,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Memories of Mother,Ricky Skaggs,0.3389975002101145,0.351603498542274,0.1112922773762087,3.1125683060109286e-05,0.22222222222222224,0.06638375265231887,0.7854909558245258,0.4,0.07967078189300413,0.5036488141354061,8,0.07134071340713408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Quadrante_Q4
Messin' with the Kid,Buddy Guy,0.17690591819176418,0.21078717201166178,0.15924805343145373,0.002360655737704918,0.11111111111111112,0.01876326159442255,0.9243185698118276,0.2,0.036378600823045275,0.15006872766350937,4,0.19901599015990162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Mi Buen Amor,Gloria Estefan,0.17995602860608798,0.35801749271137023,0.16753132384099606,0.0,0.0,0.24158836010912396,0.8120000767268334,0.4,0.061728395061728406,0.29974008447254646,8,0.2927429274292743,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Mi Vida,Gipsy Kings,0.1450976238709589,0.4384839650145772,0.34453173364490053,3.6327868852459016e-06,0.35555555555555557,0.03431342831160958,0.7624729058369939,0.0,0.08362139917695474,0.22977032464449057,8,0.34784747847478475,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Midnight Creeper,Elton John,0.030326326280546316,0.5877551020408163,0.5620765722955121,0.0007868852459016393,0.26666666666666666,0.15368293422249166,0.8198453954309172,0.6000000000000001,0.12148148148148151,0.5109139529652864,12,0.6250922509225093,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Mil Besos,María Victoria,0.11851809026042295,0.2128279883381924,0.0816468885420572,2.9464480874316936e-06,0.17777777777777778,0.026553501060927555,0.7126196459056644,0.4,0.06534979423868313,0.21373803513857997,8,0.12250922509225093,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Quadrante_Q3
Milagro,Gloria Estefan,0.34117615050606004,0.6865889212827987,0.41166982012224357,0.0,0.13333333333333333,0.05792664443770839,0.795906623443884,0.6000000000000001,0.08691358024691359,0.5693124734461301,12,0.7107011070110701,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Million Dollar Secret,Helen Humes,0.3490192915714641,0.3778425655976676,0.027631246239831195,0.0,0.26666666666666666,0.16277659896938468,0.6386933420290413,0.4,0.17613168724279837,0.25914577762227275,8,0.2607626076260763,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Quadrante_Q4
Mind Seduction,Disharmonic Orchestra,3.445971173097106e-05,0.06239067055393585,0.34976327285092723,0.3178142076502732,0.4444444444444445,0.058502576538344946,0.752977960217137,0.0,0.12658436213991772,0.42716117261889885,8,0.12595325953259534,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Miracle,Céline Dion,0.36993433441254153,0.18425655976676383,0.10780458457219087,1.648087431693989e-06,0.26666666666666666,0.05910882085480448,0.7899411121554487,0.4,0.0586008230452675,0.3147901931872142,8,0.07380073800738007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Misery Man,Force of Evil,0.0390845004702475,0.46180758017492707,0.6150459067565328,0.0,0.4,0.2564413458623825,0.8491358640400515,0.0,0.2083950617283951,0.37476570114712715,12,0.3357933579335794,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Mississippi Blues No. 2,Stefan Grossman,0.595424640042908,0.5282798833819241,0.13897583900810015,0.6006557377049181,0.6,0.0828432858441952,0.6203076746015002,0.6000000000000001,0.1175308641975309,0.31050033739034816,12,0.4088560885608857,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Misty,Joe Pass,0.21655735357797354,0.12507288629737606,0.0029776177314302156,0.20743169398907102,0.17777777777777778,0.037587147620491056,0.7577062513187425,0.2,0.057530864197530875,0.0914702721615475,4,0.1001230012300123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Modulation,Ani DiFranco,0.29324584399525755,0.39475218658892125,0.19238113506962304,0.09398907103825137,0.3111111111111111,0.07850863898150955,0.797594613776303,0.0,0.05119341563786009,0.2029540399370205,8,0.2578105781057811,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Quadrante_Q3
Moment Made for Worshipping,Steven Curtis Chapman,0.18888849481946482,0.2169096209912536,0.5169545466435316,0.0,0.7333333333333334,0.09184601394361927,0.855897416223889,0.6000000000000001,0.08666666666666668,0.38772149051558247,12,0.1653136531365314,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,Quadrante_Q4
Moment's Pause,Steven Halpern,0.6477122471456015,0.2160349854227405,0.00039236544045200515,0.6150819672131147,0.33333333333333337,0.08548044862079418,0.18129591621429797,0.6000000000000001,0.1444444444444445,0.274249618873866,9,0.02516605166051661,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Moog Island,Morcheeba,0.19106714511541037,0.10758017492711369,0.05112957650690127,0.11387978142076503,0.08888888888888889,0.02758411639890876,0.8614984750541884,0.0,0.027572016460905357,0.13728038387524055,4,0.01719557195571956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Moondance,Kitaro,0.39411735269753734,0.3341107871720116,0.16186382303446709,0.100327868852459,0.4,0.6020006062443165,0.6989430878714059,0.0,0.07728395061728398,0.38233449129033065,9,0.11586715867158673,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
More Than a Girl,Lyfe Jennings,0.03681870416246411,0.14373177842565596,0.16709536224049382,0.0,0.13333333333333333,0.09669596847529553,0.937851265033664,0.0,0.30946502057613173,0.10369629870292155,4,0.15817958179581798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Mortuary Love Affair,Pungent Stench,4.002180593652009e-06,0.1498542274052478,0.39989885690868343,0.003033879781420765,0.08888888888888889,0.08093361624734766,0.8967640458059196,0.4,0.16625514403292185,0.27847199660110467,6,0.09495694956949571,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Mother's Last Farewell Kiss,Charlie Poole & the North Carolina Ramblers,0.6320259650147934,0.5685131195335277,0.1474770902178936,0.0,0.33333333333333337,0.08548044862079418,0.7121496940517523,0.6000000000000001,0.07876543209876544,0.32426961237597784,12,0.4140221402214023,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Quadrante_Q3
Mountain to Sound,Spoon,0.023528937357196144,0.13002915451895042,0.10300900696666636,0.0015562841530054644,0.2,0.01952106698999697,0.941773924385706,0.2,0.02847736625514404,0.16903256441656464,3,0.07134071340713408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Mr. Smooth,Michael Franks,0.11764663014204473,0.4839650145772594,0.18496978786108514,1.6393442622950818e-05,0.4444444444444445,0.08942103667778113,0.7880421230314772,0.0,0.15539094650205765,0.2369979756579112,8,0.20861008610086101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,Quadrante_Q3
Mujer de Arena,Oscar D'León,0.14139391836785142,0.2396501457725947,0.13636006940508677,0.0,0.15555555555555556,0.021279175507729613,0.9233690752498418,0.0,0.0337448559670782,0.1251530752505436,4,0.23394833948339486,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Murkin Season,Plies,0.0019341556237836692,0.19795918367346937,0.15750420702944481,0.0,0.2,0.06062443164595332,0.957454970939712,0.2,0.1358024691358025,0.1012133556594107,4,0.13603936039360395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Quadrante_Q2
My Girl,Smokey Robinson,0.20479264197986746,0.3731778425655976,0.21723094629825002,0.0,0.0,0.22703849651409516,0.8357278499223142,0.0,0.05349794238683129,0.21244345587684002,8,0.32619926199262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Quadrante_Q4
My Home Is a Prison,Lonesome Sundown,0.2575159791417502,0.21428571428571425,0.34562163764615605,1.00327868852459e-05,0.6,0.23552591694452865,0.6827729077551647,0.6000000000000001,0.10469135802469139,0.25092844825431737,12,0.3712177121771218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Quadrante_Q3
My Last Affair,Billie Holiday,0.6124181123512833,0.6078717201166179,0.14551526301563356,8.59016393442623e-05,0.0,0.08820854804486207,0.6409951470277944,0.6000000000000001,0.10123456790123458,0.34611001424537025,12,0.422140221402214,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,Quadrante_Q3
My Life,Agnostic Front,3.0450995186431213e-05,0.1259475218658892,0.21199940709222329,3.715846994535519e-05,0.022222222222222223,0.14913610184904516,0.9648207469357222,0.2,0.11111111111111113,0.11387299127783472,4,0.0924969249692497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
My Sweet Prince,Placebo,0.11241786943177536,0.12944606413994167,0.04764188370288345,0.008437158469945355,0.22222222222222224,0.02394665050015156,0.8519363934552012,0.2,0.029053497942386836,0.1521792917301877,3,0.010479704797047972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Quadrante_Q3
Mysterious Encounter,Kitaro,0.3856206165433496,0.15568513119533525,0.12655093339378667,0.5901639344262295,0.4,0.08911791451955137,0.5852626934954828,0.0,0.0871604938271605,0.39417689250993426,12,0.02383763837638377,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Mírala Como Se Menea,Oscar D'León,0.12091460558596308,0.2408163265306122,0.161645842234216,0.0,0.15555555555555556,0.01749014852985753,0.9478737076324019,0.2,0.03621399176954733,0.11892509934271364,4,0.23517835178351784,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Nailed to the Gun,Fight,0.000945048389424381,0.273469387755102,0.4273644377403238,0.12327868852459015,0.08888888888888889,0.19187632615944225,0.9366044539926727,0.4,0.1409053497942387,0.229295478969335,8,0.11365313653136533,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Narcoleptic,Placebo,0.029193428126654625,0.14956268221574343,0.083172754143815,8.961748633879781e-05,0.17777777777777778,0.02576538344953016,0.9066234438839124,0.2,0.02181069958847737,0.12341489016069777,4,0.04083640836408365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Quadrante_Q3
Naughty Girl,Beyoncé,0.10326753818880396,0.3428571428571428,0.1993565206776587,6.73224043715847e-06,0.26666666666666666,0.04898454076993028,0.8399094623367158,0.0,0.2650205761316873,0.4999700097468323,8,0.3242312423124232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Quadrante_Q1
New Strings,Miranda Lambert,0.04858341576057018,0.15714285714285714,0.17712247905204506,2.2950819672131144e-07,0.2,0.04031524704455895,0.9689927684959624,0.2,0.02987654320987655,0.12999900032489442,4,0.13776137761377616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
New World,Jerry's Kids,0.01093633864663076,0.08483965014577258,0.2124353686927255,0.022295081967213113,0.11111111111111112,0.07032434070930584,0.9634300730823088,0.2,0.08806584362139919,0.12725989053557593,4,0.020516605166051662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Next Door,Anthony B,0.14945492446285003,0.22857142857142854,0.08513458134607503,0.07191256830601093,0.15555555555555556,0.09851470142467413,0.8856866092494199,0.2,0.029382716049382723,0.13123734786194488,4,0.15227552275522757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Quadrante_Q3
Nico Lost One Small Buddha,Joe Henry,0.16252682623852344,0.30787172011661806,0.2887286487806154,0.27060109289617484,0.17777777777777778,0.2900879054258866,0.788157213281415,0.0,0.08790123456790125,0.2467173168720166,8,0.30996309963099633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Nie Wieder,Sido,0.009629148469063419,0.22798833819241981,0.16709536224049382,0.0,0.08888888888888889,0.08366171567141556,0.9650413365814361,0.2,0.2798353909465021,0.11248594206882764,4,0.0895448954489545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Quadrante_Q3
Night Wind,David Arkenstone,0.029193428126654625,0.12886297376093292,0.07532544533477491,0.09508196721311475,0.08888888888888889,0.021248863291906638,0.8793950089194944,0.0,0.025349794238683134,0.1750218678929348,3,0.06961869618696187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Night and Day,Ella Fitzgerald,0.32331121807930635,0.25772594752186584,0.08644246614758172,0.0,0.35555555555555557,0.03249469536223098,0.7260084783150789,0.4,0.08246913580246915,0.2921775422987529,8,0.19975399753997544,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Quadrante_Q4
No Coman Cuento,Joe Cuba,0.15141570972920101,0.16268221574344022,0.03848669009233666,0.0,0.044444444444444446,0.04849954531676265,0.7436460591180252,0.2,0.030452674897119347,0.12472946292454953,4,0.23616236162361626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
No Draw No Blood,Lutan Fyah,0.017973379102534943,0.2323615160349854,0.17734045985229616,0.0,0.24444444444444446,0.03425280387996363,0.943768822051292,0.0,0.25102880658436216,0.11965361257591285,4,0.159409594095941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Quadrante_Q2
No Man Army,The Prodigy,0.0012043077746419035,0.18221574344023322,0.21417921509473442,0.16546448087431695,0.08888888888888889,0.017732646256441345,0.9604377265839297,0.0,0.045349794238683135,0.1352060580311399,4,0.055596555965559666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
No One Can Do It Better,The D.O.C.,0.009912373007536342,0.212536443148688,0.17690449825179394,0.0,0.17777777777777778,0.08911791451955137,0.9399996163658336,0.2,0.24032921810699592,0.1176392672381476,4,0.19606396063960643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Quadrante_Q2
No Sympathy,Peter Tosh,0.003267489604902357,0.21428571428571425,0.11194621977696204,2.53551912568306e-06,0.24444444444444446,0.019157320400121247,0.9004085703872788,0.0,0.10699588477366258,0.0977794716717067,4,0.15621156211562118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Quadrante_Q3
No Vacation from the Blues,Travis Tritt,0.05032633599732664,0.1932944606413994,0.16578747743898714,0.00045245901639344254,0.15555555555555556,0.06547438617762957,0.9476627088408495,0.2,0.024197530864197535,0.14256991477769726,3,0.13407134071340715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Quadrante_Q3
Nobody Gets Out Alive!,Alec Empire,2.1954259032243494e-05,0.10612244897959182,0.2058959446851921,0.17508196721311475,0.22222222222222224,0.10457714458926946,0.9182571499817775,0.0,0.06839506172839507,0.22116562117311878,4,0.049200492004920056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Northern Lights,Kenny G,0.42352913169280254,0.505539358600583,0.20698584868644768,0.4432786885245902,0.33333333333333337,0.0722946347377993,0.6057775305468704,0.6000000000000001,0.09111111111111113,0.34796566116012295,12,0.2442804428044281,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
Not Counting You,Garth Brooks,0.001075767407181115,0.15364431486880464,0.0879683317493395,3.3005464480874317e-07,0.08888888888888889,0.03637465898757199,0.8431223984808088,0.2,0.042551440329218114,0.20120210931447283,4,0.23198031980319805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Nothing,Pennywise,8.143141211155751e-05,0.2483965014577259,0.42300482173530146,0.0001307103825136612,0.26666666666666666,0.1712640193998181,0.9326146586615005,0.0,0.13695473251028809,0.43743033514107915,8,0.3350553505535056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
O Christmas Tree (O Tannenbaum),The Chipmunks,0.36078400316957016,0.1725947521865889,0.09690554455963518,0.01473224043715847,0.13333333333333333,0.057290087905425884,0.8134387048510541,0.4,0.048230452674897124,0.18478494489290984,8,0.14760147601476015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
O Come; O Come; Emmanuel,Nicole C. Mullen,0.2893242734625555,0.26239067055393583,0.2843690327755931,1.3202185792349727e-06,0.08888888888888889,0.150651712640194,0.8713099188613739,0.4,0.07769547325102882,0.2664384075175568,8,0.38474784747847485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Quadrante_Q4
O Holy Night,Il Divo,0.8522875099348904,0.15276967930029153,0.34801942644891837,0.010229508196721311,0.26666666666666666,0.1633828432858442,0.7006118964955019,0.8,0.1280658436213992,0.43169469922275266,16,0.08383763837638378,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Quadrante_Q4
O Holy Night,Paul Potts,0.3546837823409225,0.12069970845481047,0.17189093984601833,0.003143169398907104,0.13333333333333333,0.060927553804183084,0.8882090038938869,0.4,0.05300411522633745,0.17977157423837256,6,0.059040590405904064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Quadrante_Q4
O Superman (For Massenet),Laurie Anderson,0.6254900141269567,0.7040816326530611,0.014203628944362577,0.0859016393442623,0.0,0.08820854804486207,0.41389331133830776,0.0,0.13925925925925928,0.558710918951341,12,0.21771217712177124,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Quadrante_Q3
Ode to a Butterfly,Nickel Creek,0.02243961220922336,0.1052478134110787,0.15249064862366918,0.07912568306010928,0.2,0.10306153379812062,0.9221606276254964,0.2,0.024938271604938278,0.17349736335690902,4,0.13702337023370237,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Quadrante_Q1
Of Devilish Tongues,...And Oceans,0.00037271695667948003,0.20379008746355684,0.5607686874940055,0.24721311475409835,0.5333333333333333,0.018005456198848135,0.8016035908157981,0.6000000000000001,0.2839506172839507,0.6372291505260791,12,0.12103321033210333,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Quadrante_Q2
Oh; Lady Be Good,Peter Sellers,0.022526758221061184,0.471137026239067,0.34235192564238937,0.0,0.3111111111111111,0.04328584419521067,0.8937333358908945,0.0,0.38847736625514406,0.33991452777847203,8,0.22878228782287827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Quadrante_Q1
Omotepe,Joe Strummer,0.11873595529001751,0.22332361516034982,0.07903111893904384,0.1569398907103825,0.15555555555555556,0.01115489542285541,0.8444555272092533,0.2,0.04584362139917696,0.12299252742858573,4,0.161869618696187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Quadrante_Q4
On Nature,Matisyahu,0.012897123912981772,0.45131195335276963,0.3558667352579584,5.245901639344262e-05,0.08888888888888889,0.08275234919672626,0.8957665969731265,0.4,0.140082304526749,0.24244120660785246,8,0.32078720787207876,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Quadrante_Q4
On the Road Again,Floyd Jones,0.21633948854837898,0.12448979591836733,0.08186486934230833,0.2039344262295082,0.2,0.02758411639890876,0.8662651295724398,0.2,0.024115226337448562,0.08422512683377903,4,0.12324723247232473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Quadrante_Q3
One; Two; Button Your Shoe,Billie Holiday,0.07712373463745714,0.6332361516034983,0.3730872184777964,0.0,0.4666666666666667,0.48287359806001817,0.8881802313314024,0.6000000000000001,0.13555555555555557,0.42394221877889693,12,0.3232472324723248,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Quadrante_Q1
